Content,Player,Team,Agents Played,A,ACS,ADR,APR,CL%,D,FD,FDPR,FK,FKPR,HS%,K,K:D,KAST,KMax,KPR,R2.0,Rnd
Player melya from team YFP X has the following stats: R2.0: 1.04 ACS: 219.0 K:D: 1.0 KAST: 72.0 ADR: 146.5 KPR: 0.75 APR: 0.36 FKPR: 0.07 FDPR: 0.08 HS%: 26.0 CL%: 14.0 KMax: 28.0 K: 400.0 D: 402.0 A: 191.0 FK: 37.0 FD: 44.0 Rnd: 535,melya,YFP X,"omen, viper, raze",191.0,219.0,146.5,0.36,14.0,402.0,44.0,0.08,37.0,0.07,26.0,400.0,1.0,72.0,28.0,0.75,1.04,535
Player HakuNa from team REIGNITE Lily has the following stats: R2.0: 1.04 ACS: 192.6 K:D: 1.0 KAST: 67.0 ADR: 130.7 KPR: 0.67 APR: 0.18 FKPR: 0.06 FDPR: 0.06 HS%: 25.0 CL%: 21.0 KMax: 26.0 K: 241.0 D: 240.0 A: 65.0 FK: 21.0 FD: 22.0 Rnd: 359,HakuNa,REIGNITE Lily,"killjoy, cypher, viper",65.0,192.6,130.7,0.18,21.0,240.0,22.0,0.06,21.0,0.06,25.0,241.0,1.0,67.0,26.0,0.67,1.04,359
Player kari from team Deagle Ravagers has the following stats: R2.0: 1.04 ACS: 179.1 K:D: 1.03 KAST: 72.0 ADR: 120.0 KPR: 0.66 APR: 0.26 FKPR: 0.06 FDPR: 0.06 HS%: 29.0 CL%: 5.0 KMax: 24.0 K: 195.0 D: 190.0 A: 78.0 FK: 18.0 FD: 19.0 Rnd: 295,kari,Deagle Ravagers,"sova, fade, gekko",78.0,179.1,120.0,0.26,5.0,190.0,19.0,0.06,18.0,0.06,29.0,195.0,1.03,72.0,24.0,0.66,1.04,295
Player tiff from team Penguin Party has the following stats: R2.0: 1.04 ACS: 217.0 K:D: 1.03 KAST: 72.0 ADR: 144.5 KPR: 0.74 APR: 0.34 FKPR: 0.11 FDPR: 0.11 HS%: 25.0 CL%: 8.0 KMax: 30.0 K: 156.0 D: 152.0 A: 71.0 FK: 24.0 FD: 23.0 Rnd: 210,tiff,Penguin Party,"sova, gekko, skye",71.0,217.0,144.5,0.34,8.0,152.0,23.0,0.11,24.0,0.11,25.0,156.0,1.03,72.0,30.0,0.74,1.04,210
Player ZIDIAN from team K7 Esports has the following stats: R2.0: 1.04 ACS: 215.6 K:D: 0.96 KAST: 74.0 ADR: 142.1 KPR: 0.73 APR: 0.42 FKPR: 0.07 FDPR: 0.12 HS%: 17.0 CL%: 10.0 KMax: 23.0 K: 265.0 D: 275.0 A: 152.0 FK: 24.0 FD: 42.0 Rnd: 364,ZIDIAN,K7 Esports,"raze, phoenix, jett",152.0,215.6,142.1,0.42,10.0,275.0,42.0,0.12,24.0,0.07,17.0,265.0,0.96,74.0,23.0,0.73,1.04,364
Player blue from team Penguin Party has the following stats: R2.0: 1.02 ACS: 195.3 K:D: 1.05 KAST: 71.0 ADR: 135.1 KPR: 0.7 APR: 0.24 FKPR: 0.07 FDPR: 0.13 HS%: 33.0 CL%: 25.0 KMax: 22.0 K: 147.0 D: 140.0 A: 51.0 FK: 14.0 FD: 27.0 Rnd: 210,blue,Penguin Party,"cypher, killjoy, omen",51.0,195.3,135.1,0.24,25.0,140.0,27.0,0.13,14.0,0.07,33.0,147.0,1.05,71.0,22.0,0.7,1.02,210
Player mandy from team TBS GC has the following stats: R2.0: 1.02 ACS: 223.4 K:D: 1.02 KAST: 68.0 ADR: 148.1 KPR: 0.8 APR: 0.29 FKPR: 0.13 FDPR: 0.13 HS%: 35.0 CL%: 14.0 KMax: 37.0 K: 467.0 D: 457.0 A: 169.0 FK: 77.0 FD: 78.0 Rnd: 583,mandy,TBS GC,"jett, breach, kayo",169.0,223.4,148.1,0.29,14.0,457.0,78.0,0.13,77.0,0.13,35.0,467.0,1.02,68.0,37.0,0.8,1.02,583
Player Raven from team Solstice has the following stats: R2.0: 1.02 ACS: 188.8 K:D: 0.97 KAST: 71.0 ADR: 126.4 KPR: 0.68 APR: 0.34 FKPR: 0.04 FDPR: 0.04 HS%: 35.0 CL%: 16.0 KMax: 22.0 K: 278.0 D: 286.0 A: 140.0 FK: 18.0 FD: 17.0 Rnd: 411,Raven,Solstice,"viper, omen, brimstone",140.0,188.8,126.4,0.34,16.0,286.0,17.0,0.04,18.0,0.04,35.0,278.0,0.97,71.0,22.0,0.68,1.02,411
Player Asomy from team New Combat Line GC has the following stats: R2.0: 1.02 ACS: 203.3 K:D: 0.98 KAST: 70.0 ADR: 131.8 KPR: 0.71 APR: 0.34 FKPR: 0.08 FDPR: 0.1 HS%: 25.0 CL%: 14.0 KMax: 28.0 K: 504.0 D: 514.0 A: 239.0 FK: 58.0 FD: 68.0 Rnd: 709,Asomy,New Combat Line GC,"omen, raze, viper",239.0,203.3,131.8,0.34,14.0,514.0,68.0,0.1,58.0,0.08,25.0,504.0,0.98,70.0,28.0,0.71,1.02,709
Player nanno from team Give Wingman 2 Nuclear Devices has the following stats: R2.0: 1.02 ACS: 208.0 K:D: 0.99 KAST: 67.0 ADR: 137.8 KPR: 0.75 APR: 0.16 FKPR: 0.06 FDPR: 0.07 HS%: 32.0 CL%: 9.0 KMax: 28.0 K: 152.0 D: 153.0 A: 32.0 FK: 13.0 FD: 14.0 Rnd: 204,nanno,Give Wingman 2 Nuclear Devices,"cypher, killjoy, chamber",32.0,208.0,137.8,0.16,9.0,153.0,14.0,0.07,13.0,0.06,32.0,152.0,0.99,67.0,28.0,0.75,1.02,204
Player aluvily from team Kinetic has the following stats: R2.0: 1.02 ACS: 216.2 K:D: 1.04 KAST: 70.0 ADR: 147.6 KPR: 0.78 APR: 0.18 FKPR: 0.11 FDPR: 0.1 HS%: 31.0 CL%: 11.0 KMax: 30.0 K: 254.0 D: 245.0 A: 60.0 FK: 36.0 FD: 32.0 Rnd: 327,aluvily,Kinetic,"killjoy, cypher, gekko",60.0,216.2,147.6,0.18,11.0,245.0,32.0,0.1,36.0,0.11,31.0,254.0,1.04,70.0,30.0,0.78,1.02,327
Player ellie from team ALTERNATE aTTaX Ruby has the following stats: R2.0: 1.01 ACS: 212.3 K:D: 1.05 KAST: 67.0 ADR: 140.7 KPR: 0.77 APR: 0.14 FKPR: 0.15 FDPR: 0.19 HS%: 31.0 CL%: 15.0 KMax: 25.0 K: 500.0 D: 476.0 A: 93.0 FK: 98.0 FD: 122.0 Rnd: 647,ellie,ALTERNATE aTTaX Ruby,"raze, jett, viper",93.0,212.3,140.7,0.14,15.0,476.0,122.0,0.19,98.0,0.15,31.0,500.0,1.05,67.0,25.0,0.77,1.01,647
Player Melsm from team FUSION X has the following stats: R2.0: 1.01 ACS: 206.1 K:D: 0.93 KAST: 73.0 ADR: 134.2 KPR: 0.71 APR: 0.42 FKPR: 0.08 FDPR: 0.13 HS%: 21.0 CL%: 14.0 KMax: 21.0 K: 194.0 D: 208.0 A: 114.0 FK: 22.0 FD: 36.0 Rnd: 273,Melsm,FUSION X,"breach, skye, kayo",114.0,206.1,134.2,0.42,14.0,208.0,36.0,0.13,22.0,0.08,21.0,194.0,0.93,73.0,21.0,0.71,1.01,273
Player noze from team BLAZE has the following stats: R2.0: 1.01 ACS: 187.8 K:D: 0.95 KAST: 63.0 ADR: 130.4 KPR: 0.71 APR: 0.11 FKPR: 0.09 FDPR: 0.09 HS%: 30.0 CL%: 16.0 KMax: 25.0 K: 158.0 D: 166.0 A: 24.0 FK: 21.0 FD: 20.0 Rnd: 224,noze,BLAZE,"killjoy, cypher, viper",24.0,187.8,130.4,0.11,16.0,166.0,20.0,0.09,21.0,0.09,30.0,158.0,0.95,63.0,25.0,0.71,1.01,224
Player pannyx from team Panny Sitter has the following stats: R2.0: 1.01 ACS: 191.8 K:D: 0.97 KAST: 71.0 ADR: 128.0 KPR: 0.69 APR: 0.29 FKPR: 0.05 FDPR: 0.05 HS%: 31.0 CL%: 12.0 KMax: 22.0 K: 177.0 D: 183.0 A: 74.0 FK: 13.0 FD: 13.0 Rnd: 257,pannyx,Panny Sitter,"sova, reyna, chamber",74.0,191.8,128.0,0.29,12.0,183.0,13.0,0.05,13.0,0.05,31.0,177.0,0.97,71.0,22.0,0.69,1.01,257
Player yumi from team Penguin Party has the following stats: R2.0: 1.01 ACS: 203.0 K:D: 0.97 KAST: 73.0 ADR: 137.2 KPR: 0.73 APR: 0.3 FKPR: 0.06 FDPR: 0.07 HS%: 28.0 CL%: 10.0 KMax: 26.0 K: 153.0 D: 157.0 A: 64.0 FK: 12.0 FD: 14.0 Rnd: 210,yumi,Penguin Party,"jett, reyna, breach",64.0,203.0,137.2,0.3,10.0,157.0,14.0,0.07,12.0,0.06,28.0,153.0,0.97,73.0,26.0,0.73,1.01,210
Player mal from team N/A has the following stats: R2.0: 1.0 ACS: 192.6 K:D: 0.98 KAST: 69.0 ADR: 128.3 KPR: 0.69 APR: 0.21 FKPR: 0.04 FDPR: 0.06 HS%: 22.0 CL%: 13.0 KMax: 23.0 K: 148.0 D: 151.0 A: 44.0 FK: 9.0 FD: 13.0 Rnd: 213,mal,N/A,"killjoy, viper, sova",44.0,192.6,128.3,0.21,13.0,151.0,13.0,0.06,9.0,0.04,22.0,148.0,0.98,69.0,23.0,0.69,1.0,213
Player Battison from team Give Wingman 2 Nuclear Devices has the following stats: R2.0: 1.0 ACS: 212.1 K:D: 0.97 KAST: 65.0 ADR: 145.7 KPR: 0.73 APR: 0.26 FKPR: 0.1 FDPR: 0.09 HS%: 36.0 CL%: 18.0 KMax: 21.0 K: 153.0 D: 158.0 A: 54.0 FK: 21.0 FD: 19.0 Rnd: 210,Battison,Give Wingman 2 Nuclear Devices,"gekko, raze, jett",54.0,212.1,145.7,0.26,18.0,158.0,19.0,0.09,21.0,0.1,36.0,153.0,0.97,65.0,21.0,0.73,1.0,210
Player MyoH4nN from team URACHACHA has the following stats: R2.0: 1.0 ACS: 226.7 K:D: 1.01 KAST: 68.0 ADR: 147.6 KPR: 0.79 APR: 0.18 FKPR: 0.11 FDPR: 0.17 HS%: 28.0 CL%: 8.0 KMax: 26.0 K: 158.0 D: 157.0 A: 37.0 FK: 23.0 FD: 34.0 Rnd: 201,MyoH4nN,URACHACHA,"jett, raze, killjoy",37.0,226.7,147.6,0.18,8.0,157.0,34.0,0.17,23.0,0.11,28.0,158.0,1.01,68.0,26.0,0.79,1.0,201
Player Natasha from team LOUD GC has the following stats: R2.0: 0.99 ACS: 191.7 K:D: 1.03 KAST: 69.0 ADR: 130.4 KPR: 0.7 APR: 0.21 FKPR: 0.1 FDPR: 0.07 HS%: 34.0 CL%: 9.0 KMax: 31.0 K: 399.0 D: 388.0 A: 118.0 FK: 56.0 FD: 41.0 Rnd: 574,Natasha,LOUD GC,"killjoy, cypher, breach",118.0,191.7,130.4,0.21,9.0,388.0,41.0,0.07,56.0,0.1,34.0,399.0,1.03,69.0,31.0,0.7,0.99,574
Player alannah from team swaglord9000 has the following stats: R2.0: 0.99 ACS: 201.9 K:D: 1.02 KAST: 70.0 ADR: 131.7 KPR: 0.72 APR: 0.28 FKPR: 0.09 FDPR: 0.09 HS%: 29.0 CL%: 12.0 KMax: 20.0 K: 199.0 D: 196.0 A: 78.0 FK: 26.0 FD: 26.0 Rnd: 277,alannah,swaglord9000,"killjoy, sova, omen",78.0,201.9,131.7,0.28,12.0,196.0,26.0,0.09,26.0,0.09,29.0,199.0,1.02,70.0,20.0,0.72,0.99,277
Player Bugsy from team RIMA GC has the following stats: R2.0: 0.99 ACS: 203.8 K:D: 0.98 KAST: 70.0 ADR: 128.5 KPR: 0.75 APR: 0.36 FKPR: 0.08 FDPR: 0.09 HS%: 31.0 CL%: 5.0 KMax: 23.0 K: 191.0 D: 195.0 A: 91.0 FK: 20.0 FD: 24.0 Rnd: 256,Bugsy,RIMA GC,"breach, viper, omen",91.0,203.8,128.5,0.36,5.0,195.0,24.0,0.09,20.0,0.08,31.0,191.0,0.98,70.0,23.0,0.75,0.99,256
Player BIBI from team Mir Gaming GC has the following stats: R2.0: 0.99 ACS: 192.9 K:D: 1.01 KAST: 71.0 ADR: 130.1 KPR: 0.68 APR: 0.34 FKPR: 0.07 FDPR: 0.12 HS%: 22.0 CL%: 22.0 KMax: 19.0 K: 137.0 D: 136.0 A: 68.0 FK: 15.0 FD: 24.0 Rnd: 201,BIBI,Mir Gaming GC,"raze, jett, viper",68.0,192.9,130.1,0.34,22.0,136.0,24.0,0.12,15.0,0.07,22.0,137.0,1.01,71.0,19.0,0.68,0.99,201
Player citrus from team KS Hunters has the following stats: R2.0: 0.99 ACS: 196.3 K:D: 0.99 KAST: 69.0 ADR: 128.7 KPR: 0.68 APR: 0.3 FKPR: 0.05 FDPR: 0.08 HS%: 21.0 CL%: 16.0 KMax: 22.0 K: 202.0 D: 205.0 A: 89.0 FK: 16.0 FD: 25.0 Rnd: 295,citrus,KS Hunters,"sova, cypher, brimstone",89.0,196.3,128.7,0.3,16.0,205.0,25.0,0.08,16.0,0.05,21.0,202.0,0.99,69.0,22.0,0.68,0.99,295
Player tconda from team Zen eSports GC has the following stats: R2.0: 0.98 ACS: 229.6 K:D: 1.0 KAST: 64.0 ADR: 150.6 KPR: 0.79 APR: 0.16 FKPR: 0.18 FDPR: 0.19 HS%: 31.0 CL%: 11.0 KMax: 25.0 K: 414.0 D: 415.0 A: 85.0 FK: 93.0 FD: 101.0 Rnd: 521,tconda,Zen eSports GC,"jett, raze, breach",85.0,229.6,150.6,0.16,11.0,415.0,101.0,0.19,93.0,0.18,31.0,414.0,1.0,64.0,25.0,0.79,0.98,521
Player Mayzin from team K7 Esports has the following stats: R2.0: 0.98 ACS: 200.9 K:D: 0.91 KAST: 74.0 ADR: 135.9 KPR: 0.69 APR: 0.37 FKPR: 0.08 FDPR: 0.09 HS%: 22.0 CL%: 12.0 KMax: 28.0 K: 303.0 D: 333.0 A: 164.0 FK: 35.0 FD: 41.0 Rnd: 439,Mayzin,K7 Esports,"raze, omen, viper",164.0,200.9,135.9,0.37,12.0,333.0,41.0,0.09,35.0,0.08,22.0,303.0,0.91,74.0,28.0,0.69,0.98,439
Player Rice from team RIMA GC has the following stats: R2.0: 0.98 ACS: 189.6 K:D: 0.87 KAST: 72.0 ADR: 124.4 KPR: 0.63 APR: 0.38 FKPR: 0.12 FDPR: 0.09 HS%: 27.0 CL%: 10.0 KMax: 21.0 K: 160.0 D: 184.0 A: 96.0 FK: 31.0 FD: 23.0 Rnd: 256,Rice,RIMA GC,"skye, breach, killjoy",96.0,189.6,124.4,0.38,10.0,184.0,23.0,0.09,31.0,0.12,27.0,160.0,0.87,72.0,21.0,0.63,0.98,256
Player theozy from team TropiCaos GC has the following stats: R2.0: 0.98 ACS: 209.7 K:D: 0.99 KAST: 69.0 ADR: 143.9 KPR: 0.74 APR: 0.27 FKPR: 0.11 FDPR: 0.15 HS%: 31.0 CL%: 17.0 KMax: 35.0 K: 276.0 D: 278.0 A: 101.0 FK: 40.0 FD: 54.0 Rnd: 372,theozy,TropiCaos GC,"kayo, jett, raze",101.0,209.7,143.9,0.27,17.0,278.0,54.0,0.15,40.0,0.11,31.0,276.0,0.99,69.0,35.0,0.74,0.98,372
Player Makchin from team Avernus Esports GC has the following stats: R2.0: 0.97 ACS: 232.6 K:D: 0.95 KAST: 65.0 ADR: 148.5 KPR: 0.77 APR: 0.17 FKPR: 0.17 FDPR: 0.21 HS%: 23.0 CL%: 23.0 KMax: 31.0 K: 261.0 D: 276.0 A: 59.0 FK: 57.0 FD: 70.0 Rnd: 339,Makchin,Avernus Esports GC,"raze, jett, reyna",59.0,232.6,148.5,0.17,23.0,276.0,70.0,0.21,57.0,0.17,23.0,261.0,0.95,65.0,31.0,0.77,0.97,339
Player elysian from team FOKUS Sakura has the following stats: R2.0: 0.97 ACS: 183.8 K:D: 0.91 KAST: 71.0 ADR: 123.2 KPR: 0.65 APR: 0.31 FKPR: 0.04 FDPR: 0.05 HS%: 29.0 CL%: 13.0 KMax: 25.0 K: 593.0 D: 649.0 A: 278.0 FK: 35.0 FD: 45.0 Rnd: 910,elysian,FOKUS Sakura,"sova, skye, breach",278.0,183.8,123.2,0.31,13.0,649.0,45.0,0.05,35.0,0.04,29.0,593.0,0.91,71.0,25.0,0.65,0.97,910
Player Chloe from team MYVRA has the following stats: R2.0: 0.97 ACS: 186.0 K:D: 0.92 KAST: 72.0 ADR: 123.0 KPR: 0.68 APR: 0.33 FKPR: 0.1 FDPR: 0.09 HS%: 25.0 CL%: 15.0 KMax: 29.0 K: 463.0 D: 501.0 A: 227.0 FK: 65.0 FD: 58.0 Rnd: 678,Chloe,MYVRA,"killjoy, raze, breach",227.0,186.0,123.0,0.33,15.0,501.0,58.0,0.09,65.0,0.1,25.0,463.0,0.92,72.0,29.0,0.68,0.97,678
Player Saikiwi from team University War GC has the following stats: R2.0: 0.96 ACS: 204.8 K:D: 0.98 KAST: 67.0 ADR: 133.7 KPR: 0.73 APR: 0.3 FKPR: 0.1 FDPR: 0.12 HS%: 31.0 CL%: 13.0 KMax: 27.0 K: 474.0 D: 484.0 A: 196.0 FK: 66.0 FD: 81.0 Rnd: 653,Saikiwi,University War GC,"omen, jett, viper",196.0,204.8,133.7,0.3,13.0,484.0,81.0,0.12,66.0,0.1,31.0,474.0,0.98,67.0,27.0,0.73,0.96,653
Player lenka from team Zerance Mint has the following stats: R2.0: 0.96 ACS: 190.7 K:D: 0.97 KAST: 69.0 ADR: 130.5 KPR: 0.69 APR: 0.18 FKPR: 0.1 FDPR: 0.07 HS%: 31.0 CL%: 14.0 KMax: 24.0 K: 408.0 D: 422.0 A: 107.0 FK: 58.0 FD: 39.0 Rnd: 595,lenka,Zerance Mint,"killjoy, cypher, brimstone",107.0,190.7,130.5,0.18,14.0,422.0,39.0,0.07,58.0,0.1,31.0,408.0,0.97,69.0,24.0,0.69,0.96,595
Player Valu from team Dasein Club has the following stats: R2.0: 0.96 ACS: 194.4 K:D: 0.94 KAST: 70.0 ADR: 128.0 KPR: 0.68 APR: 0.19 FKPR: 0.08 FDPR: 0.1 HS%: 37.0 CL%: 12.0 KMax: 28.0 K: 206.0 D: 218.0 A: 59.0 FK: 25.0 FD: 29.0 Rnd: 303,Valu,Dasein Club,"sova, gekko, cypher",59.0,194.4,128.0,0.19,12.0,218.0,29.0,0.1,25.0,0.08,37.0,206.0,0.94,70.0,28.0,0.68,0.96,303
Player Atisca from team K7 Esports has the following stats: R2.0: 0.96 ACS: 208.3 K:D: 0.99 KAST: 66.0 ADR: 138.3 KPR: 0.76 APR: 0.14 FKPR: 0.16 FDPR: 0.13 HS%: 24.0 CL%: 8.0 KMax: 24.0 K: 411.0 D: 415.0 A: 77.0 FK: 87.0 FD: 68.0 Rnd: 543,Atisca,K7 Esports,"jett, raze, neon",77.0,208.3,138.3,0.14,8.0,415.0,68.0,0.13,87.0,0.16,24.0,411.0,0.99,66.0,24.0,0.76,0.96,543
Player lover from team minions united has the following stats: R2.0: 0.95 ACS: 205.8 K:D: 0.86 KAST: 62.0 ADR: 141.0 KPR: 0.7 APR: 0.19 FKPR: 0.08 FDPR: 0.15 HS%: 22.0 CL%: 20.0 KMax: 26.0 K: 168.0 D: 196.0 A: 45.0 FK: 20.0 FD: 35.0 Rnd: 240,lover,minions united,"raze, jett, killjoy",45.0,205.8,141.0,0.19,20.0,196.0,35.0,0.15,20.0,0.08,22.0,168.0,0.86,62.0,26.0,0.7,0.95,240
Player Elab0rate from team YFP X has the following stats: R2.0: 0.95 ACS: 198.5 K:D: 0.95 KAST: 67.0 ADR: 131.6 KPR: 0.7 APR: 0.18 FKPR: 0.1 FDPR: 0.09 HS%: 21.0 CL%: 15.0 KMax: 26.0 K: 571.0 D: 601.0 A: 150.0 FK: 79.0 FD: 75.0 Rnd: 821,Elab0rate,YFP X,"raze, cypher, killjoy",150.0,198.5,131.6,0.18,15.0,601.0,75.0,0.09,79.0,0.1,21.0,571.0,0.95,67.0,26.0,0.7,0.95,821
Player Nescargot from team charbon has the following stats: R2.0: 0.94 ACS: 178.9 K:D: 0.9 KAST: 68.0 ADR: 119.2 KPR: 0.62 APR: 0.28 FKPR: 0.07 FDPR: 0.09 HS%: 32.0 CL%: 9.0 KMax: 22.0 K: 233.0 D: 258.0 A: 106.0 FK: 25.0 FD: 34.0 Rnd: 375,Nescargot,charbon,"killjoy, omen, cypher",106.0,178.9,119.2,0.28,9.0,258.0,34.0,0.09,25.0,0.07,32.0,233.0,0.9,68.0,22.0,0.62,0.94,375
Player Supiree from team NTH has the following stats: R2.0: 0.94 ACS: 209.1 K:D: 0.91 KAST: 70.0 ADR: 144.1 KPR: 0.7 APR: 0.22 FKPR: 0.15 FDPR: 0.18 HS%: 18.0 CL%: 14.0 KMax: 25.0 K: 330.0 D: 363.0 A: 103.0 FK: 69.0 FD: 84.0 Rnd: 469,Supiree,NTH,"raze, jett, neon",103.0,209.1,144.1,0.22,14.0,363.0,84.0,0.18,69.0,0.15,18.0,330.0,0.91,70.0,25.0,0.7,0.94,469
Player Kyujinn from team Bon Bon Bum has the following stats: R2.0: 0.94 ACS: 167.4 K:D: 0.9 KAST: 68.0 ADR: 119.8 KPR: 0.63 APR: 0.22 FKPR: 0.07 FDPR: 0.09 HS%: 30.0 CL%: 21.0 KMax: 22.0 K: 164.0 D: 182.0 A: 57.0 FK: 17.0 FD: 24.0 Rnd: 259,Kyujinn,Bon Bon Bum,"killjoy, cypher, jett",57.0,167.4,119.8,0.22,21.0,182.0,24.0,0.09,17.0,0.07,30.0,164.0,0.9,68.0,22.0,0.63,0.94,259
Player Morgan from team Bon Bon Bum has the following stats: R2.0: 0.93 ACS: 192.2 K:D: 0.92 KAST: 68.0 ADR: 128.7 KPR: 0.69 APR: 0.31 FKPR: 0.06 FDPR: 0.11 HS%: 24.0 CL%: 14.0 KMax: 24.0 K: 378.0 D: 412.0 A: 172.0 FK: 34.0 FD: 60.0 Rnd: 549,Morgan,Bon Bon Bum,"sova, gekko, skye",172.0,192.2,128.7,0.31,14.0,412.0,60.0,0.11,34.0,0.06,24.0,378.0,0.92,68.0,24.0,0.69,0.93,549
Player GGonyaK from team Cyber Geek has the following stats: R2.0: 0.92 ACS: 197.8 K:D: 0.92 KAST: 66.0 ADR: 131.4 KPR: 0.7 APR: 0.21 FKPR: 0.13 FDPR: 0.15 HS%: 30.0 CL%: 22.0 KMax: 29.0 K: 148.0 D: 161.0 A: 44.0 FK: 28.0 FD: 31.0 Rnd: 211,GGonyaK,Cyber Geek,"jett, raze, sage",44.0,197.8,131.4,0.21,22.0,161.0,31.0,0.15,28.0,0.13,30.0,148.0,0.92,66.0,29.0,0.7,0.92,211
Player Nury from team No Sweat Blossom has the following stats: R2.0: 0.92 ACS: 189.3 K:D: 0.85 KAST: 64.0 ADR: 128.7 KPR: 0.67 APR: 0.33 FKPR: 0.08 FDPR: 0.07 HS%: 26.0 CL%: 8.0 KMax: 27.0 K: 155.0 D: 183.0 A: 77.0 FK: 19.0 FD: 17.0 Rnd: 231,Nury,No Sweat Blossom,"breach, kayo, gekko",77.0,189.3,128.7,0.33,8.0,183.0,17.0,0.07,19.0,0.08,26.0,155.0,0.85,64.0,27.0,0.67,0.92,231
Player Syuz from team Dasein Club has the following stats: R2.0: 0.92 ACS: 193.0 K:D: 0.88 KAST: 68.0 ADR: 129.9 KPR: 0.68 APR: 0.4 FKPR: 0.1 FDPR: 0.11 HS%: 34.0 CL%: 7.0 KMax: 26.0 K: 160.0 D: 181.0 A: 94.0 FK: 23.0 FD: 26.0 Rnd: 237,Syuz,Dasein Club,"kayo, raze, breach",94.0,193.0,129.9,0.4,7.0,181.0,26.0,0.11,23.0,0.1,34.0,160.0,0.88,68.0,26.0,0.68,0.92,237
Player calsushi from team Teddy Tactics has the following stats: R2.0: 0.92 ACS: 189.3 K:D: 0.83 KAST: 63.0 ADR: 129.0 KPR: 0.66 APR: 0.21 FKPR: 0.04 FDPR: 0.03 HS%: 34.0 CL%: 16.0 KMax: 25.0 K: 152.0 D: 184.0 A: 48.0 FK: 10.0 FD: 8.0 Rnd: 232,calsushi,Teddy Tactics,"sova, skye, fade",48.0,189.3,129.0,0.21,16.0,184.0,8.0,0.03,10.0,0.04,34.0,152.0,0.83,63.0,25.0,0.66,0.92,232
Player odessaca from team Give Wingman 2 Nuclear Devices has the following stats: R2.0: 0.92 ACS: 175.0 K:D: 0.83 KAST: 71.0 ADR: 115.4 KPR: 0.63 APR: 0.38 FKPR: 0.05 FDPR: 0.09 HS%: 27.0 CL%: 13.0 KMax: 22.0 K: 152.0 D: 183.0 A: 92.0 FK: 12.0 FD: 21.0 Rnd: 242,odessaca,Give Wingman 2 Nuclear Devices,"omen, viper, brimstone",92.0,175.0,115.4,0.38,13.0,183.0,21.0,0.09,12.0,0.05,27.0,152.0,0.83,71.0,22.0,0.63,0.92,242
Player BLOD from team R8 Blue has the following stats: R2.0: 0.92 ACS: 200.8 K:D: 0.89 KAST: 71.0 ADR: 127.8 KPR: 0.7 APR: 0.29 FKPR: 0.09 FDPR: 0.11 HS%: 32.0 CL%: 15.0 KMax: 21.0 K: 210.0 D: 235.0 A: 87.0 FK: 27.0 FD: 33.0 Rnd: 300,BLOD,R8 Blue,"kayo, skye, omen",87.0,200.8,127.8,0.29,15.0,235.0,33.0,0.11,27.0,0.09,32.0,210.0,0.89,71.0,21.0,0.7,0.92,300
Player ArinJi from team LILITH has the following stats: R2.0: 0.92 ACS: 208.8 K:D: 0.89 KAST: 69.0 ADR: 143.8 KPR: 0.71 APR: 0.22 FKPR: 0.13 FDPR: 0.13 HS%: 21.0 CL%: 24.0 KMax: 28.0 K: 208.0 D: 233.0 A: 65.0 FK: 39.0 FD: 38.0 Rnd: 292,ArinJi,LILITH,"raze, reyna, omen",65.0,208.8,143.8,0.22,24.0,233.0,38.0,0.13,39.0,0.13,21.0,208.0,0.89,69.0,28.0,0.71,0.92,292
Player ataraxia from team LEVIATÁN GC has the following stats: R2.0: 0.92 ACS: 182.6 K:D: 0.85 KAST: 64.0 ADR: 125.5 KPR: 0.62 APR: 0.19 FKPR: 0.08 FDPR: 0.07 HS%: 33.0 CL%: 13.0 KMax: 24.0 K: 268.0 D: 315.0 A: 81.0 FK: 33.0 FD: 30.0 Rnd: 429,ataraxia,LEVIATÁN GC,"cypher, astra, raze",81.0,182.6,125.5,0.19,13.0,315.0,30.0,0.07,33.0,0.08,33.0,268.0,0.85,64.0,24.0,0.62,0.92,429
Player Morita from team raised has the following stats: R2.0: 0.91 ACS: 209.9 K:D: 0.97 KAST: 67.0 ADR: 133.9 KPR: 0.73 APR: 0.17 FKPR: 0.18 FDPR: 0.2 HS%: 31.0 CL%: 31.0 KMax: 25.0 K: 282.0 D: 290.0 A: 64.0 FK: 69.0 FD: 79.0 Rnd: 386,Morita,raised,"jett, raze, reyna",64.0,209.9,133.9,0.17,31.0,290.0,79.0,0.2,69.0,0.18,31.0,282.0,0.97,67.0,25.0,0.73,0.91,386
Player rayne from team friends has the following stats: R2.0: 0.91 ACS: 201.8 K:D: 0.88 KAST: 60.0 ADR: 136.6 KPR: 0.72 APR: 0.12 FKPR: 0.14 FDPR: 0.18 HS%: 27.0 CL%: 10.0 KMax: 28.0 K: 253.0 D: 288.0 A: 41.0 FK: 51.0 FD: 63.0 Rnd: 353,rayne,friends,"jett, raze, yoru",41.0,201.8,136.6,0.12,10.0,288.0,63.0,0.18,51.0,0.14,27.0,253.0,0.88,60.0,28.0,0.72,0.91,353
