agents,games,rounds,rating,acs,k/d,adr,kast,kpr,apr,fkpr,fdpr,kills,deaths,assists,first bloods,first deaths,Player Name,URL
raze,(12) 14%,244,0.98,207.6,0.99,134.8,71%,0.70,0.28,0.10,0.09,171,172,69,25,23,WawaLee,https://www.vlr.gg/player/17525/wawalee?timespan=all
breach,(11) 13%,201,1.00,174.6,1.05,113.6,71%,0.66,0.40,0.04,0.05,132,126,81,8,11,WawaLee,https://www.vlr.gg/player/17525/wawalee?timespan=all
,,,,,,,,,,,,,,,,,clawdia,https://www.vlr.gg/player/3103/clawdia?timespan=all
killjoy,(139) 29%,2762,0.97,187.3,1.01,127.1,74%,0.64,0.18,0.08,0.08,1762,1745,502,208,208,clawdia,https://www.vlr.gg/player/3103/clawdia?timespan=all
jett,(133) 27%,2595,1.16,250.0,1.21,156.3,72%,0.86,0.21,0.17,0.13,2241,1846,543,444,335,clawdia,https://www.vlr.gg/player/3103/clawdia?timespan=all
omen,(74) 15%,1454,0.93,175.2,0.91,111.0,72%,0.62,0.28,0.07,0.08,899,991,414,106,117,clawdia,https://www.vlr.gg/player/3103/clawdia?timespan=all
,,,,,,,,,,,,,,,,,Krysme,https://www.vlr.gg/player/2245/krysme?timespan=all
killjoy,(144) 48%,2828,0.99,189.7,1.03,129.3,70%,0.67,0.16,0.07,0.08,1887,1837,447,207,216,Krysme,https://www.vlr.gg/player/2245/krysme?timespan=all
chamber,(57) 19%,1171,1.05,203.1,1.13,132.6,70%,0.75,0.13,0.12,0.09,880,782,151,141,109,Krysme,https://www.vlr.gg/player/2245/krysme?timespan=all
jett,(35) 12%,675,1.03,219.5,1.00,144.4,70%,0.77,0.19,0.14,0.16,518,520,127,97,99,Krysme,https://www.vlr.gg/player/2245/krysme?timespan=all
,,,,,,,,,,,,,,,,,elyse,https://www.vlr.gg/player/25398/elyse?timespan=all
raze,(35) 42%,686,1.17,259.5,1.21,171.4,75%,0.86,0.24,0.19,0.14,591,489,167,128,97,elyse,https://www.vlr.gg/player/25398/elyse?timespan=all
jett,(21) 25%,464,1.05,239.8,1.09,157.0,73%,0.83,0.16,0.22,0.16,386,353,75,100,75,elyse,https://www.vlr.gg/player/25398/elyse?timespan=all
phoenix,(6) 7%,105,1.07,227.5,1.08,146.0,72%,0.74,0.31,0.17,0.12,78,72,33,18,13,elyse,https://www.vlr.gg/player/25398/elyse?timespan=all
,,,,,,,,,,,,,,,,,Metzly,https://www.vlr.gg/player/20049/metzly?timespan=all
killjoy,(41) 46%,842,1.08,202.6,1.14,134.9,76%,0.69,0.20,0.05,0.04,584,511,165,45,36,Metzly,https://www.vlr.gg/player/20049/metzly?timespan=all
chamber,(18) 20%,357,0.99,183.6,1.08,120.3,68%,0.68,0.13,0.13,0.10,243,226,47,45,37,Metzly,https://www.vlr.gg/player/20049/metzly?timespan=all
viper,(17) 19%,368,0.92,181.3,0.90,118.0,71%,0.60,0.28,0.07,0.09,219,242,102,26,32,Metzly,https://www.vlr.gg/player/20049/metzly?timespan=all
,,,,,,,,,,,,,,,,,hannabacon,https://www.vlr.gg/player/11254/hannabacon?timespan=all
killjoy,(63) 42%,1253,0.94,207.1,0.97,134.2,70%,0.70,0.22,0.11,0.12,873,897,279,142,148,hannabacon,https://www.vlr.gg/player/11254/hannabacon?timespan=all
cypher,(53) 35%,1113,0.93,201.7,0.97,127.1,68%,0.69,0.22,0.11,0.12,768,792,240,119,132,hannabacon,https://www.vlr.gg/player/11254/hannabacon?timespan=all
viper,(13) 9%,269,0.84,177.6,0.79,113.9,68%,0.59,0.29,0.09,0.12,159,201,79,23,33,hannabacon,https://www.vlr.gg/player/11254/hannabacon?timespan=all
,,,,,,,,,,,,,,,,,Ellie,https://www.vlr.gg/player/39565/ellie?timespan=all
omen,(32) 46%,654,0.99,184.8,0.96,120.6,74%,0.65,0.43,0.06,0.06,428,445,283,37,39,Ellie,https://www.vlr.gg/player/39565/ellie?timespan=all
viper,(26) 37%,509,1.18,220.5,1.30,146.2,75%,0.78,0.28,0.08,0.07,399,307,140,43,35,Ellie,https://www.vlr.gg/player/39565/ellie?timespan=all
brimstone,(10) 14%,192,1.11,198.0,1.16,121.0,72%,0.68,0.38,0.08,0.05,130,112,72,16,10,Ellie,https://www.vlr.gg/player/39565/ellie?timespan=all
,,,,,,,,,,,,,,,,,riv,https://www.vlr.gg/player/25400/riv?timespan=all
killjoy,(69) 39%,1338,0.99,202.4,1.02,134.0,72%,0.69,0.20,0.10,0.09,929,914,263,132,125,riv,https://www.vlr.gg/player/25400/riv?timespan=all
cypher,(47) 27%,919,1.04,196.1,1.10,124.2,72%,0.69,0.24,0.10,0.10,638,582,216,95,90,riv,https://www.vlr.gg/player/25400/riv?timespan=all
viper,(14) 8%,286,0.75,159.4,0.75,105.5,70%,0.52,0.28,0.07,0.13,150,199,79,19,36,riv,https://www.vlr.gg/player/25400/riv?timespan=all
,,,,,,,,,,,,,,,,,celinett,https://www.vlr.gg/player/2200/celinett?timespan=all
killjoy,(96) 63%,1915,1.03,197.9,1.07,130.5,75%,0.68,0.22,0.09,0.07,1303,1221,417,168,142,celinett,https://www.vlr.gg/player/2200/celinett?timespan=all
viper,(21) 14%,430,1.04,195.8,1.10,125.2,74%,0.69,0.28,0.04,0.08,295,268,122,18,34,celinett,https://www.vlr.gg/player/2200/celinett?timespan=all
cypher,(17) 11%,329,0.80,172.8,0.87,110.9,69%,0.59,0.22,0.09,0.07,193,223,73,29,20,celinett,https://www.vlr.gg/player/2200/celinett?timespan=all
,,,,,,,,,,,,,,,,,fixky,https://www.vlr.gg/player/25525/fixky?timespan=all
sova,(37) 61%,715,1.06,200.7,1.08,132.4,78%,0.68,0.34,0.08,0.06,486,448,240,54,41,fixky,https://www.vlr.gg/player/25525/fixky?timespan=all
brimstone,(10) 16%,202,1.16,215.6,1.25,133.8,83%,0.73,0.44,0.07,0.05,148,118,89,15,10,fixky,https://www.vlr.gg/player/25525/fixky?timespan=all
sage,(10) 16%,197,1.15,207.6,1.33,123.2,78%,0.76,0.35,0.13,0.08,149,112,69,25,16,fixky,https://www.vlr.gg/player/25525/fixky?timespan=all
,,,,,,,,,,,,,,,,,yuchan,https://www.vlr.gg/player/39347/yuchan?timespan=all
raze,(28) 41%,557,1.26,260.7,1.33,176.2,76%,0.90,0.24,0.17,0.15,503,378,135,95,82,yuchan,https://www.vlr.gg/player/39347/yuchan?timespan=all
breach,(9) 13%,188,1.34,254.8,1.43,162.5,81%,0.92,0.47,0.15,0.06,173,121,89,28,11,yuchan,https://www.vlr.gg/player/39347/yuchan?timespan=all
jett,(8) 12%,152,1.45,297.8,1.53,199.0,76%,1.07,0.17,0.23,0.13,162,106,26,35,20,yuchan,https://www.vlr.gg/player/39347/yuchan?timespan=all
,,,,,,,,,,,,,,,,,Asomy,https://www.vlr.gg/player/35842/asomy?timespan=all
omen,(49) 53%,949,1.08,195.7,1.06,123.5,78%,0.70,0.48,0.07,0.05,661,621,451,65,45,Asomy,https://www.vlr.gg/player/35842/asomy?timespan=all
raze,(11) 12%,232,1.02,210.6,0.98,139.8,71%,0.75,0.26,0.13,0.17,174,177,61,31,39,Asomy,https://www.vlr.gg/player/35842/asomy?timespan=all
viper,(6) 7%,122,1.30,217.8,1.52,140.8,80%,0.77,0.34,0.09,0.05,94,62,41,11,6,Asomy,https://www.vlr.gg/player/35842/asomy?timespan=all
,,,,,,,,,,,,,,,,,LunaFox,https://www.vlr.gg/player/17982/lunafox?timespan=all
sova,(167) 38%,3334,1.15,230.3,1.13,157.4,73%,0.77,0.34,0.10,0.08,2574,2288,1139,318,262,LunaFox,https://www.vlr.gg/player/17982/lunafox?timespan=all
skye,(32) 7%,684,1.05,199.0,0.97,128.7,68%,0.68,0.46,0.08,0.10,465,481,317,58,68,LunaFox,https://www.vlr.gg/player/17982/lunafox?timespan=all
astra,(27) 6%,566,1.05,205.4,1.08,135.7,76%,0.71,0.37,0.08,0.08,404,375,211,46,46,LunaFox,https://www.vlr.gg/player/17982/lunafox?timespan=all
,,,,,,,,,,,,,,,,,fly,https://www.vlr.gg/player/24899/fly?timespan=all
breach,(14) 26%,278,0.98,185.1,0.92,120.3,71%,0.64,0.38,0.05,0.08,179,194,105,14,23,fly,https://www.vlr.gg/player/24899/fly?timespan=all
kayo,(9) 17%,191,0.89,187.2,0.78,120.7,68%,0.60,0.48,0.06,0.12,114,147,92,11,23,fly,https://www.vlr.gg/player/24899/fly?timespan=all
sage,(6) 11%,119,1.23,233.8,1.19,153.0,71%,0.80,0.40,0.06,0.12,95,80,48,7,14,fly,https://www.vlr.gg/player/24899/fly?timespan=all
,,,,,,,,,,,,,,,,,Festival,https://www.vlr.gg/player/29271/festival?timespan=all
raze,(26) 41%,554,1.12,237.0,1.17,156.3,73%,0.81,0.21,0.14,0.14,446,382,118,80,76,Festival,https://www.vlr.gg/player/29271/festival?timespan=all
jett,(25) 40%,503,1.12,245.7,1.19,154.0,75%,0.85,0.18,0.20,0.16,427,360,93,99,78,Festival,https://www.vlr.gg/player/29271/festival?timespan=all
neon,(7) 11%,149,0.98,228.4,1.04,147.6,71%,0.79,0.20,0.17,0.19,117,112,30,26,29,Festival,https://www.vlr.gg/player/29271/festival?timespan=all
,,,,,,,,,,,,,,,,,Raquinuki,https://www.vlr.gg/player/35547/raquinuki?timespan=all
cypher,(30) 30%,608,1.00,198.9,1.05,131.6,69%,0.71,0.22,0.09,0.08,432,411,134,53,48,Raquinuki,https://www.vlr.gg/player/35547/raquinuki?timespan=all
killjoy,(16) 16%,318,1.09,216.0,1.13,151.0,69%,0.78,0.10,0.09,0.06,248,220,33,28,20,Raquinuki,https://www.vlr.gg/player/35547/raquinuki?timespan=all
omen,(15) 15%,313,0.91,171.1,0.84,112.4,68%,0.62,0.35,0.07,0.08,195,231,109,22,26,Raquinuki,https://www.vlr.gg/player/35547/raquinuki?timespan=all
,,,,,,,,,,,,,,,,,Salty,https://www.vlr.gg/player/9432/salty?timespan=all
breach,(91) 48%,1876,0.96,180.5,0.90,116.2,75%,0.61,0.47,0.06,0.07,1148,1274,882,104,123,Salty,https://www.vlr.gg/player/9432/salty?timespan=all
sage,(27) 14%,557,0.89,172.6,0.87,113.3,70%,0.61,0.38,0.06,0.11,337,386,210,35,59,Salty,https://www.vlr.gg/player/9432/salty?timespan=all
skye,(24) 13%,494,0.90,175.5,0.87,110.7,70%,0.61,0.35,0.06,0.09,302,347,172,32,46,Salty,https://www.vlr.gg/player/9432/salty?timespan=all
,,,,,,,,,,,,,,,,,Lil Bob,https://www.vlr.gg/player/26698/lil-bob?timespan=all
omen,(57) 30%,1205,1.11,211.6,1.14,135.3,74%,0.75,0.37,0.07,0.07,909,794,451,86,84,Lil Bob,https://www.vlr.gg/player/26698/lil-bob?timespan=all
viper,(33) 18%,654,1.04,200.0,1.05,133.4,72%,0.69,0.27,0.08,0.06,450,429,179,53,41,Lil Bob,https://www.vlr.gg/player/26698/lil-bob?timespan=all
sova,(29) 16%,576,0.97,178.8,0.99,120.2,70%,0.65,0.24,0.05,0.05,376,381,136,31,29,Lil Bob,https://www.vlr.gg/player/26698/lil-bob?timespan=all
,,,,,,,,,,,,,,,,,syd89,https://www.vlr.gg/player/46798/syd89?timespan=all
omen,(12) 44%,240,0.99,173.1,0.88,115.2,76%,0.61,0.52,0.06,0.05,146,165,124,15,13,syd89,https://www.vlr.gg/player/46798/syd89?timespan=all
brimstone,(8) 30%,174,0.95,167.0,0.85,123.5,72%,0.57,0.43,0.03,0.05,99,116,74,6,9,syd89,https://www.vlr.gg/player/46798/syd89?timespan=all
killjoy,(4) 15%,84,0.80,174.8,0.78,111.4,57%,0.61,0.11,0.05,0.11,51,65,9,4,9,syd89,https://www.vlr.gg/player/46798/syd89?timespan=all
,,,,,,,,,,,,,,,,,Rose,https://www.vlr.gg/player/29484/rose?timespan=all
breach,(50) 53%,1019,0.98,165.6,0.90,103.5,76%,0.58,0.56,0.03,0.04,588,655,571,32,36,Rose,https://www.vlr.gg/player/29484/rose?timespan=all
omen,(13) 14%,250,0.97,168.9,0.95,105.3,76%,0.58,0.42,0.04,0.04,145,153,104,9,10,Rose,https://www.vlr.gg/player/29484/rose?timespan=all
viper,(12) 13%,233,0.94,172.5,0.88,112.4,73%,0.58,0.34,0.05,0.05,135,153,80,11,11,Rose,https://www.vlr.gg/player/29484/rose?timespan=all
,,,,,,,,,,,,,,,,,Gianta,https://www.vlr.gg/player/38392/gianta?timespan=all
omen,(27) 40%,548,1.01,174.7,0.97,116.3,74%,0.64,0.42,0.04,0.06,348,357,229,22,34,Gianta,https://www.vlr.gg/player/38392/gianta?timespan=all
sova,(9) 13%,182,1.21,224.1,1.25,155.2,73%,0.84,0.24,0.06,0.04,152,122,44,11,7,Gianta,https://www.vlr.gg/player/38392/gianta?timespan=all
breach,(8) 12%,165,0.98,165.8,0.85,108.7,79%,0.56,0.50,0.02,0.05,93,109,83,4,9,Gianta,https://www.vlr.gg/player/38392/gianta?timespan=all
,,,,,,,,,,,,,,,,,mandu,https://www.vlr.gg/player/25420/mandu?timespan=all
sova,(13) 19%,266,1.13,215.5,1.09,144.7,73%,0.76,0.26,0.08,0.06,201,184,70,21,16,mandu,https://www.vlr.gg/player/25420/mandu?timespan=all
fade,(12) 17%,255,1.09,211.6,1.10,138.7,76%,0.73,0.42,0.08,0.08,187,170,107,21,20,mandu,https://www.vlr.gg/player/25420/mandu?timespan=all
jett,(11) 16%,200,1.13,242.7,1.19,152.8,69%,0.87,0.17,0.20,0.11,173,145,34,40,21,mandu,https://www.vlr.gg/player/25420/mandu?timespan=all
,,,,,,,,,,,,,,,,,SpicyMufn,https://www.vlr.gg/player/13098/spicymufn?timespan=all
breach,(26) 25%,511,1.04,182.3,0.99,116.0,75%,0.64,0.49,0.05,0.06,329,333,252,26,32,SpicyMufn,https://www.vlr.gg/player/13098/spicymufn?timespan=all
sova,(19) 19%,378,1.12,203.5,1.07,135.3,74%,0.71,0.34,0.08,0.06,267,250,130,32,24,SpicyMufn,https://www.vlr.gg/player/13098/spicymufn?timespan=all
fade,(14) 14%,280,0.99,181.7,0.93,117.4,71%,0.66,0.30,0.07,0.10,185,199,83,20,27,SpicyMufn,https://www.vlr.gg/player/13098/spicymufn?timespan=all
,,,,,,,,,,,,,,,,,izze,https://www.vlr.gg/player/16639/izze?timespan=all
killjoy,(76) 40%,1545,1.16,223.9,1.26,153.0,77%,0.77,0.21,0.10,0.06,1187,943,319,149,90,izze,https://www.vlr.gg/player/16639/izze?timespan=all
sova,(55) 29%,1085,1.06,192.3,1.07,132.6,76%,0.66,0.32,0.06,0.04,716,668,343,62,48,izze,https://www.vlr.gg/player/16639/izze?timespan=all
skye,(13) 7%,254,0.99,167.9,1.01,109.2,75%,0.61,0.28,0.03,0.06,154,152,71,7,14,izze,https://www.vlr.gg/player/16639/izze?timespan=all
,,,,,,,,,,,,,,,,,Aninha,https://www.vlr.gg/player/12142/aninha?timespan=all
killjoy,(83) 36%,1683,0.94,174.1,0.96,119.1,71%,0.59,0.20,0.06,0.06,990,1032,343,102,101,Aninha,https://www.vlr.gg/player/12142/aninha?timespan=all
viper,(63) 27%,1273,0.92,171.7,0.92,113.3,71%,0.59,0.29,0.05,0.07,753,819,365,70,94,Aninha,https://www.vlr.gg/player/12142/aninha?timespan=all
sage,(27) 12%,550,0.81,143.9,0.71,94.5,71%,0.48,0.34,0.04,0.08,264,371,186,22,45,Aninha,https://www.vlr.gg/player/12142/aninha?timespan=all
,,,,,,,,,,,,,,,,,Wens,https://www.vlr.gg/player/29442/wens?timespan=all
killjoy,(34) 40%,682,1.00,198.2,1.05,138.8,73%,0.71,0.15,0.11,0.10,485,460,104,73,71,Wens,https://www.vlr.gg/player/29442/wens?timespan=all
cypher,(19) 22%,375,1.07,207.8,1.17,132.9,73%,0.75,0.20,0.12,0.09,281,241,75,44,35,Wens,https://www.vlr.gg/player/29442/wens?timespan=all
viper,(11) 13%,224,1.11,203.4,1.29,132.1,75%,0.76,0.24,0.08,0.08,171,133,54,19,17,Wens,https://www.vlr.gg/player/29442/wens?timespan=all
,,,,,,,,,,,,,,,,,julia,https://www.vlr.gg/player/30073/julia?timespan=all
killjoy,(18) 43%,383,0.84,179.1,0.86,126.0,63%,0.62,0.15,0.09,0.13,239,278,57,36,49,julia,https://www.vlr.gg/player/30073/julia?timespan=all
raze,(11) 26%,252,0.92,219.5,0.93,146.2,67%,0.75,0.14,0.18,0.20,188,203,35,45,51,julia,https://www.vlr.gg/player/30073/julia?timespan=all
cypher,(3) 7%,61,0.67,167.3,0.67,109.8,52%,0.56,0.11,0.11,0.11,34,51,7,7,7,julia,https://www.vlr.gg/player/30073/julia?timespan=all
,,,,,,,,,,,,,,,,,dorothy,https://www.vlr.gg/player/46170/dorothy?timespan=all
jett,(12) 52%,231,1.57,308.4,1.91,195.3,78%,1.12,0.17,0.23,0.11,258,135,39,53,25,dorothy,https://www.vlr.gg/player/46170/dorothy?timespan=all
raze,(10) 43%,194,1.61,348.0,1.90,219.3,81%,1.21,0.20,0.26,0.07,235,124,39,51,14,dorothy,https://www.vlr.gg/player/46170/dorothy?timespan=all
neon,(1) 4%,20,0.68,203.0,0.78,124.0,60%,0.70,0.05,0.15,0.25,14,18,1,3,5,dorothy,https://www.vlr.gg/player/46170/dorothy?timespan=all
,,,,,,,,,,,,,,,,,zoe,https://www.vlr.gg/player/3067/zoe?timespan=all
sova,(50) 23%,1000,1.00,193.5,0.99,130.8,70%,0.69,0.26,0.07,0.07,687,697,258,69,74,zoe,https://www.vlr.gg/player/3067/zoe?timespan=all
raze,(49) 22%,966,0.94,218.9,0.92,146.2,69%,0.72,0.20,0.15,0.17,694,756,191,143,162,zoe,https://www.vlr.gg/player/3067/zoe?timespan=all
chamber,(28) 13%,593,0.97,210.8,0.98,137.0,65%,0.75,0.13,0.13,0.12,442,450,79,76,70,zoe,https://www.vlr.gg/player/3067/zoe?timespan=all
,,,,,,,,,,,,,,,,,meL,https://www.vlr.gg/player/3063/mel?timespan=all
omen,(139) 23%,2770,1.05,190.6,1.04,120.8,78%,0.67,0.48,0.09,0.09,1867,1788,1322,246,250,meL,https://www.vlr.gg/player/3063/mel?timespan=all
viper,(108) 18%,2052,1.12,213.6,1.16,137.6,76%,0.74,0.34,0.10,0.10,1513,1307,689,201,210,meL,https://www.vlr.gg/player/3063/mel?timespan=all
chamber,(98) 16%,1829,1.24,243.5,1.41,153.8,76%,0.87,0.17,0.20,0.11,1594,1134,305,364,194,meL,https://www.vlr.gg/player/3063/mel?timespan=all
,,,,,,,,,,,,,,,,,Micro,https://www.vlr.gg/player/46063/micro?timespan=all
jett,(20) 51%,402,1.30,282.4,1.40,181.9,77%,1.01,0.17,0.18,0.12,408,291,70,74,48,Micro,https://www.vlr.gg/player/46063/micro?timespan=all
reyna,(10) 26%,195,1.45,279.9,1.67,176.5,80%,1.01,0.30,0.16,0.10,197,118,59,32,19,Micro,https://www.vlr.gg/player/46063/micro?timespan=all
omen,(3) 8%,92,1.03,201.0,0.96,132.8,80%,0.71,0.42,0.07,0.07,65,68,39,6,6,Micro,https://www.vlr.gg/player/46063/micro?timespan=all
,,,,,,,,,,,,,,,,,Syuz,https://www.vlr.gg/player/21007/syuz?timespan=all
kayo,(24) 23%,501,1.01,205.8,0.98,134.1,73%,0.72,0.45,0.11,0.11,360,368,223,54,57,Syuz,https://www.vlr.gg/player/21007/syuz?timespan=all
raze,(21) 20%,459,0.99,209.8,0.96,143.5,72%,0.69,0.24,0.12,0.14,315,329,112,56,63,Syuz,https://www.vlr.gg/player/21007/syuz?timespan=all
breach,(21) 20%,424,1.10,206.8,1.11,134.8,75%,0.74,0.45,0.11,0.08,313,282,189,45,32,Syuz,https://www.vlr.gg/player/21007/syuz?timespan=all
,,,,,,,,,,,,,,,,,Poly,https://www.vlr.gg/player/16635/poly?timespan=all
viper,(92) 33%,1829,1.15,221.9,1.23,142.7,77%,0.78,0.33,0.08,0.08,1432,1164,606,154,152,Poly,https://www.vlr.gg/player/16635/poly?timespan=all
astra,(61) 22%,1237,1.05,197.2,1.06,126.8,75%,0.72,0.33,0.08,0.07,889,842,413,94,81,Poly,https://www.vlr.gg/player/16635/poly?timespan=all
omen,(50) 18%,1017,1.01,190.7,1.05,123.7,73%,0.69,0.36,0.07,0.09,699,665,368,75,92,Poly,https://www.vlr.gg/player/16635/poly?timespan=all
,,,,,,,,,,,,,,,,,always,https://www.vlr.gg/player/26512/always?timespan=all
omen,(62) 38%,1212,1.00,183.1,0.98,117.9,72%,0.67,0.39,0.07,0.08,817,831,476,89,102,always,https://www.vlr.gg/player/26512/always?timespan=all
viper,(28) 17%,554,0.98,192.0,0.94,125.2,70%,0.65,0.30,0.06,0.09,360,381,167,35,50,always,https://www.vlr.gg/player/26512/always?timespan=all
brimstone,(21) 13%,408,0.83,162.7,0.72,105.0,64%,0.54,0.31,0.06,0.07,221,309,127,25,28,always,https://www.vlr.gg/player/26512/always?timespan=all
,,,,,,,,,,,,,,,,,Noor,https://www.vlr.gg/player/28675/noor?timespan=all
skye,(37) 32%,720,1.00,205.9,1.02,132.1,70%,0.73,0.36,0.12,0.13,526,518,262,87,92,Noor,https://www.vlr.gg/player/28675/noor?timespan=all
kayo,(26) 22%,490,1.11,225.0,1.11,140.3,75%,0.77,0.50,0.11,0.09,379,342,247,53,45,Noor,https://www.vlr.gg/player/28675/noor?timespan=all
breach,(20) 17%,400,1.07,213.9,1.07,135.1,77%,0.74,0.57,0.09,0.15,297,278,226,34,58,Noor,https://www.vlr.gg/player/28675/noor?timespan=all
,,,,,,,,,,,,,,,,,yuhi,https://www.vlr.gg/player/39869/yuhi?timespan=all
killjoy,(13) 48%,270,1.07,202.2,1.12,133.6,73%,0.71,0.16,0.08,0.09,192,172,43,22,25,yuhi,https://www.vlr.gg/player/39869/yuhi?timespan=all
viper,(8) 30%,153,0.95,184.0,0.93,124.6,65%,0.67,0.31,0.04,0.10,102,110,48,6,16,yuhi,https://www.vlr.gg/player/39869/yuhi?timespan=all
cypher,(6) 22%,106,0.58,135.0,0.58,86.9,55%,0.46,0.18,0.04,0.13,49,84,19,4,14,yuhi,https://www.vlr.gg/player/39869/yuhi?timespan=all
,,,,,,,,,,,,,,,,,BLOD,https://www.vlr.gg/player/29915/blod?timespan=all
kayo,(27) 29%,520,1.14,222.2,1.13,144.7,76%,0.79,0.46,0.08,0.10,409,363,240,44,51,BLOD,https://www.vlr.gg/player/29915/blod?timespan=all
skye,(20) 22%,408,1.00,193.7,0.94,125.9,71%,0.67,0.38,0.08,0.09,275,294,157,31,36,BLOD,https://www.vlr.gg/player/29915/blod?timespan=all
omen,(19) 21%,382,1.20,230.0,1.23,147.7,75%,0.81,0.40,0.09,0.08,310,252,153,35,30,BLOD,https://www.vlr.gg/player/29915/blod?timespan=all
,,,,,,,,,,,,,,,,,KiRi,https://www.vlr.gg/player/17637/kiri?timespan=all
sova,(39) 35%,779,1.00,184.8,1.00,124.2,71%,0.64,0.27,0.06,0.06,497,498,207,49,44,KiRi,https://www.vlr.gg/player/17637/kiri?timespan=all
brimstone,(20) 18%,393,1.01,188.5,0.95,120.8,75%,0.64,0.51,0.07,0.07,253,266,200,27,26,KiRi,https://www.vlr.gg/player/17637/kiri?timespan=all
astra,(10) 9%,191,0.91,189.7,0.83,128.8,65%,0.62,0.28,0.08,0.06,119,144,54,15,11,KiRi,https://www.vlr.gg/player/17637/kiri?timespan=all
,,,,,,,,,,,,,,,,,enerii,https://www.vlr.gg/player/8176/enerii?timespan=all
raze,(83) 33%,1574,1.35,306.8,1.52,191.7,79%,1.05,0.26,0.22,0.13,1656,1087,416,347,204,enerii,https://www.vlr.gg/player/8176/enerii?timespan=all
jett,(74) 30%,1437,1.24,272.8,1.32,168.9,76%,0.95,0.20,0.23,0.16,1364,1032,287,331,224,enerii,https://www.vlr.gg/player/8176/enerii?timespan=all
reyna,(44) 18%,819,1.45,310.4,1.75,196.0,79%,1.10,0.25,0.25,0.14,904,517,204,201,114,enerii,https://www.vlr.gg/player/8176/enerii?timespan=all
,,,,,,,,,,,,,,,,,h4ste,https://www.vlr.gg/player/40151/h4ste?timespan=all
omen,(22) 50%,440,1.14,221.4,1.18,144.1,79%,0.79,0.49,0.12,0.08,346,292,217,51,35,h4ste,https://www.vlr.gg/player/40151/h4ste?timespan=all
astra,(11) 25%,230,1.12,213.3,1.11,138.0,79%,0.73,0.41,0.12,0.06,167,151,95,27,14,h4ste,https://www.vlr.gg/player/40151/h4ste?timespan=all
brimstone,(9) 20%,178,1.27,228.7,1.28,143.4,75%,0.79,0.43,0.15,0.04,141,110,76,26,8,h4ste,https://www.vlr.gg/player/40151/h4ste?timespan=all
,,,,,,,,,,,,,,,,,vii,https://www.vlr.gg/player/29179/vii?timespan=all
jett,(64) 42%,1307,1.09,232.0,1.15,151.5,71%,0.83,0.14,0.20,0.13,1082,941,179,259,166,vii,https://www.vlr.gg/player/29179/vii?timespan=all
raze,(33) 22%,653,0.94,218.5,0.99,142.6,69%,0.75,0.16,0.14,0.14,490,497,104,90,93,vii,https://www.vlr.gg/player/29179/vii?timespan=all
omen,(21) 14%,447,1.02,199.3,0.97,129.5,76%,0.69,0.46,0.08,0.07,308,318,207,34,33,vii,https://www.vlr.gg/player/29179/vii?timespan=all
,,,,,,,,,,,,,,,,,Angeliya,https://www.vlr.gg/player/20104/angeliya?timespan=all
chamber,(12) 24%,259,1.00,202.6,1.03,133.5,69%,0.72,0.17,0.12,0.11,187,182,43,32,29,Angeliya,https://www.vlr.gg/player/20104/angeliya?timespan=all
killjoy,(12) 24%,241,0.96,199.4,0.91,142.2,64%,0.66,0.21,0.10,0.11,160,176,50,23,27,Angeliya,https://www.vlr.gg/player/20104/angeliya?timespan=all
brimstone,(9) 18%,171,0.93,187.4,0.89,120.5,75%,0.64,0.35,0.08,0.08,110,124,59,14,14,Angeliya,https://www.vlr.gg/player/20104/angeliya?timespan=all
,,,,,,,,,,,,,,,,,1001,https://www.vlr.gg/player/26202/1001?timespan=all
killjoy,(20) 17%,407,0.94,205.4,0.98,134.8,68%,0.71,0.20,0.08,0.09,290,296,82,34,35,1001,https://www.vlr.gg/player/26202/1001?timespan=all
sova,(20) 17%,365,1.13,214.6,1.19,140.4,75%,0.74,0.28,0.07,0.07,270,227,101,27,24,1001,https://www.vlr.gg/player/26202/1001?timespan=all
viper,(17) 15%,359,1.12,227.6,1.12,150.3,72%,0.80,0.32,0.08,0.08,287,257,115,30,28,1001,https://www.vlr.gg/player/26202/1001?timespan=all
,,,,,,,,,,,,,,,,,Moco,https://www.vlr.gg/player/29314/moco?timespan=all
omen,(49) 66%,976,1.26,218.8,1.37,137.4,81%,0.79,0.49,0.07,0.05,768,562,482,71,52,Moco,https://www.vlr.gg/player/29314/moco?timespan=all
viper,(13) 18%,272,1.28,234.2,1.39,144.0,77%,0.85,0.43,0.10,0.04,230,165,118,28,11,Moco,https://www.vlr.gg/player/29314/moco?timespan=all
killjoy,(4) 5%,87,1.03,221.3,1.05,159.1,69%,0.77,0.10,0.13,0.07,67,64,9,11,6,Moco,https://www.vlr.gg/player/29314/moco?timespan=all
,,,,,,,,,,,,,,,,,unstable,https://www.vlr.gg/player/27884/unstable?timespan=all
jett,(152) 39%,3123,1.11,252.2,1.22,160.3,72%,0.89,0.16,0.23,0.18,2778,2283,489,729,564,unstable,https://www.vlr.gg/player/27884/unstable?timespan=all
skye,(33) 9%,689,1.16,218.7,1.24,136.7,78%,0.80,0.38,0.09,0.08,553,447,265,60,55,unstable,https://www.vlr.gg/player/27884/unstable?timespan=all
raze,(33) 9%,647,1.16,250.0,1.24,164.6,73%,0.86,0.19,0.18,0.16,555,446,126,116,104,unstable,https://www.vlr.gg/player/27884/unstable?timespan=all
